"Experiment","Run","F1","F2","F3","F4","Count_FP","Correlation","Correlation_FP","MAE","RMSE","LMP","R2","Count_P","Time","First","Second","Third","FirstM","SecondM","ThirdM"
"S1",18,TRUE,FALSE,FALSE,FALSE,1,0.462258623933997,-0.075482752132005,0.0314252051746744,0.0327674365580755,-94.5244319535552,0.99996372172986,2,2591.257,"troot((x4*x6)*x4)","x6",NA,0.999561612291137,0.110909417308729,NA
"S2",18,TRUE,FALSE,FALSE,FALSE,0,1,NA,0.0323056819870074,0.0332694009397949,-94.5244319535552,0.999962601722687,1,2680.323,"troot((x4*x6)*x4)",NA,NA,1,NA,NA
"S3",18,FALSE,FALSE,FALSE,TRUE,1,0.996429109555188,0.992859297690051,0.0443075491615126,0.0765935659482146,-94.3406692127019,0.999801780573834,2,2718.743,"troot((x7*x4)*x4)","x4",NA,1,0.162116533514185,NA
"S4",18,FALSE,FALSE,FALSE,FALSE,9,0.0179400974422951,0.0179400974422951,0.323636005055523,0.706542375625534,-218.191670918173,0.983132991478585,9,2555.902,"x4","sin_deg(x2*x8)","x2*x8",1,0.999999999999999,0.999999999999999
"S5",18,FALSE,FALSE,FALSE,FALSE,6,0.677793557131159,0.677793557131159,0.0900266587785847,0.331699453789914,-103.889409415143,0.996282498532772,6,2675.031,"x4","x4*x4","x10*x4",1,1,0.999999947547487
"S6",18,FALSE,FALSE,FALSE,FALSE,2,0.604544956779782,0.604544956779782,0.0389619598712298,0.0601858601471198,-96.7669448270558,0.999877608691153,2,2368.053,"troot(x4*x4)","x4*x2",NA,1,0.999999785633071,NA
"S1",19,FALSE,FALSE,FALSE,TRUE,1,0.45321301523198,-0.0935728909563669,0.046691690133439,0.0802718725477369,-94.3406692127019,0.99978228496376,2,2625.207,"troot(x4*(x4*x7))","x2",NA,0.919347432809168,0.25360798887816,NA
"S2",19,FALSE,FALSE,FALSE,TRUE,1,0.996429109555188,0.992859297690051,0.0438539119098369,0.0769966201352572,-94.3406692127019,0.999799688926123,2,2962.874,"troot(x4*(x4*x7))","x4",NA,0.999999998959623,0.161464946276648,NA
"S3",19,FALSE,FALSE,FALSE,TRUE,2,0.639125155659457,0.458688272779023,0.0430786682357081,0.075480523514347,-94.3406692127019,0.999807499685582,3,2582.745,"troot((x4*x7)*x4)","x4","x6",0.999999716459034,0.130989450796466,0.11132779235521
"S4",19,FALSE,FALSE,FALSE,TRUE,1,0.321457696704322,-0.357083528011682,0.0438454661355604,0.0753896737754618,-94.3406692127019,0.999807962800507,2,2765.425,"troot((x7*x4)*x4)","x3",NA,1,0.130872342722932,NA
"S5",19,FALSE,FALSE,FALSE,TRUE,1,0.996429109555188,0.992859297690051,0.0441624832677427,0.0767913527786814,-94.3406692127019,0.999800755531818,2,2504.666,"troot(x7*(x4*x4))","x4",NA,0.999999979328807,0.147752468029888,NA
"S6",19,TRUE,FALSE,FALSE,FALSE,0,1,NA,0.0314800174434596,0.033026080875873,-94.5244319535552,0.999963146756554,1,2152.325,"troot(x4*(x4*x6))",NA,NA,1,NA,NA
"S1",20,FALSE,FALSE,FALSE,TRUE,1,0.321457696704322,-0.357083528011682,0.0435659175590875,0.0722441189192627,-94.3406692127019,0.99982365358567,2,2587.078,"troot(x7*(x4*x4))","x3",NA,0.926175136559708,0.112285549788793,NA
